ISIN,COMPANY_NAME,EXCHANGE_LISTING,NSE_SYMBOL,BSE_SCRIP_CD,BSE_SCRIP_ID
INE756R01013,Megri Soft Ltd,bse,,539012,MEGRISOFT
INE062Y01020,Mehai Technology Ltd,bse,,540730,MEHAI
INE240B01012,Mehta Integrated Finance Ltd,bse,,511377,MEHIF
INE241B01010,Mehta Securities Ltd,bse,,511738,MEHSECU
INE1KH601014,Mehul Colours Ltd,bse,,544472,MEHUL
INE1K0V01011,Mehul Telecom Ltd,bse,,544751,MTL
INE148B01033,Mena Mani Industries Ltd,bse,,531127,MENAMANI
INE071D01033,Menon Bearings Limited,both nse/bse,MENONBE,523828,MENONBE
INE650G01029,Menon Pistons Limited,both nse/bse,MENNPIS,531727,MENNPIS
INE776I01010,MEP Infrastructure Developers Limited,both nse/bse,MEP,539126,MEP
INE689O01013,Mercantile Ventures Limited,both nse/bse,MERCANTILE,538942,MERCANTILE
INE763M01028,Mercury Ev-Tech Limited,both nse/bse,MERCURYEV,531357,MERCURYEV
INE947G01011,Mercury Laboratories Ltd,bse,,538964,MERCURYLAB
INE319T01016,Mercury Trade Links Ltd,bse,,512415,MERCTRD
INE1RQS01010,Merritronix Ltd,bse,,544773,MRTX
INE162901016,Meta Infotech Ltd,bse,,544441,METAINFO
INE161E01014,Metal Coatings India Ltd,bse,,531810,METALCO
INE0QZR01017,Methodhub Software Ltd,bse,,544637,METHODHUB
INE317I01021,Metro Brands Limited,both nse/bse,METROBRAND,543426,METROBRAND
INE085D01033,Metroglobal Limited,both nse/bse,METROGLOBL,500159,METROGLOBL
INE112L01020,Metropolis Healthcare Limited,both nse/bse,METROPOLIS,542650,METROPOLIS
INE957U01011,Mewar Hi-Tech Engineering Ltd,bse,,540150,MHEL
INE100C01024,Meyer Apparel Ltd,bse,,531613,MAL
INE244C01020,MFL India Ltd,bse,,526622,MFLINDIA
INE614F01019,MFS Intercorp Ltd,bse,,513721,MFSINTRCRP
INE287C01037,MIC Electronics Limited,both nse/bse,MICEL,532850,MICEL
INE809F01015,Microse India Ltd,bse,,523343,MICROSE
INE033E01015,Mid East Portfolio Management Ltd,bse,,526251,MIDEASTP
INE401C01018,Mid India Industries Ltd,bse,,500277,MIDINDIA
INE046M01036,Midland Polymers Ltd,bse,,531597,MIDPOLY
INE519N01014,Midwest Energy Ltd,bse,,526570,REMAGNET
INE0XAD01024,Midwest Limited,both nse/bse,MIDWESTLTD,544587,MIDWESTLTD
INE779Q01017,Mihika Industries Ltd,bse,,538895,MIHIKA
INE424Z01011,Milestone Furniture Ltd,bse,,541337,MILEFUR
INE151H01018,Milestone Global Ltd,bse,,531338,MILESTONE
INE679T01013,Milgrey Finance & Investments Ltd,bse,,511018,ZMILGFIN
INE588G01021,Milkfood Ltd,bse,,507621,MLKFOOD
INE570N01025,Millennium Online Solutions ( India ) Ltd,bse,,511187,MILLENNIUM
INE1SRC01010,Millworks Technologies Ltd,bse,,544826,MILLWORKS
INE097E01028,Minal Industries Ltd,bse,,522235,MINALIND
INE952C01028,Minaxi Textiles Ltd,bse,,531456,MINAXI
INE842C01021,Minda Corporation Limited,both nse/bse,MINDACORP,538962,MINDACORP
INE110B01017,Mindteck (India) Limited,both nse/bse,MINDTECK,517344,MINDTECK
INE281E01028,Mini Diamonds India Ltd,bse,,523373,MINID
INE514C01026,Minolta Finance Ltd,bse,,532164,MINOLTAF
INE514C20018,Minolta Finance Ltd,bse,,751127,MINOLT-RE
INE860N01012,Mipco Seamless Rings Gujarat Ltd,bse,,505797,MPCOSEMB
INF769K01OA1,Mirae Asset BSE 200 Equal Weight ETF,bse,,544377,EQUAL200
INF769K01PY8,Mirae Asset BSE 500 Dividend Leaders 50 ETF,bse,,544661,DIVIDEND
INF769K01QC2,Mirae Asset BSE India Defence ETF,bse,,544705,DEFENCE
INF769K01RC0,Mirae Asset BSE Midcap 150 Momentum 30 ETF,bse,,544830,MOMMIDCAP
INF769K01ON4,Mirae Asset BSE Select IPO ETF,bse,,544376,SELECTIPO
INF769K01HS7,Mirae Asset Hang Seng TECH ETF,bse,,543414,MAHKTECH
INF769K01GS9,Mirae Asset Nifty 100 ESG Sector Leaders ETF,bse,,543246,ESG
INF769K01JU9,Mirae Asset Nifty 100 Low Volatility 30 ETF,bse,,543858,LOWVOL
INF769K01KU7,Mirae Asset Nifty 200 Alpha 30 ETF,bse,,544007,ALPHAETF
INF769K01EG9,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),bse,,542131,NIFTYETF
INF769K01QA6,Mirae Asset Nifty 500 Healthcare ETF,bse,,544701,HEALTHCARE
INF769K01QV2,Mirae Asset Nifty 500 Value 50 ETF,bse,,544737,VALUE
INF769K01KR3,Mirae Asset Nifty Bank ETF,bse,,543944,BANKETF
INF769K01PR2,Mirae Asset Nifty Energy ETF,bse,,544604,ENERGY
INF769K01LQ3,Mirae Asset Nifty EV and New Age Automotive ETF,bse,,544212,EVINDIA
INF769K01HI8,Mirae Asset Nifty Financial Services ETF,bse,,543323,BFSI
INF769K01QB4,Mirae Asset Nifty India Infrastructure & LogisticsETF,bse,,544704,INFRA
INF769K01PB6,Mirae Asset Nifty India Internet ETF,bse,,544438,INTERNET
INF769K01IB1,Mirae Asset Nifty India Manufacturing ETF,bse,,543454,MAKEINDIA
INF769K01NS5,Mirae Asset Nifty India New Age Consumption ETF,bse,,544323,CONSUMER
INF769K01KV5,Mirae Asset Nifty IT ETF,bse,,544006,ITETF
INF769K01LY7,Mirae Asset Nifty Metal ETF,bse,,544268,METAL
INF769K01IC9,Mirae Asset Nifty Midcap 150 ETF,bse,,543481,MIDCAPETF
INF769K01LJ8,Mirae Asset Nifty Midsmallcap400 Momentum Quality 100 ETF,bse,,544180,MIDSMALL
INF769K01FN2,Mirae Asset Nifty Next 50 ETF (MANXT50ETF),bse,,542922,NEXT50
INF769K01LZ4,Mirae Asset Nifty PSU Bank ETF,bse,,544266,BANKPSU
INF769K01PQ4,Mirae Asset Nifty Smallcap 250 ETF,bse,,544605,SMALL250
INF769K01LC3,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,bse,,544130,SMALLCAP
INF769K01PZ5,Mirae Asset Nifty Top 20 Equal Weight ETF,bse,,544660,TOP20
INF769K01OO2,Mirae Asset Nifty50 Equal Weight ETF,bse,,544401,EQUAL50
INF769K01LX9,Mirae Asset Nifty500 Multicap 50:25:25 ETF,bse,,544241,MULTICAP
INF769K01HF4,Mirae Asset NYSE FANG+ ETF,bse,,543291,MAFANG
INF769K01HP3,Mirae Asset S&P 500 Top 50 ETF,bse,,543365,MASPTOP50
INF769K01KT9,Mirae Asset S&P BSE Sensex ETF,bse,,543999,SENSEXETF
INE771A01026,Mirza International Limited,both nse/bse,MIRZAINT,526642,MIRZAINT
INE0QI101019,Mish Designs Ltd,bse,,544015,MISHDESIGN
INE540S01019,Mishka Exim Ltd,bse,,539220,MISHKA
INE099Z01011,Mishra Dhatu Nigam Limited,both nse/bse,MIDHANI,541195,MIDHANI
INE094S01041,Mishtann Foods Ltd,bse,,539594,MISHTANN
INE957W01025,Misquita Engineering Ltd,bse,,542801,MISQUITA
INE828O01033,MITCON Consultancy & Engineering Services Limited,nse,MITCON,,
INE844D01017,Mitshi India Ltd,bse,,523782,MITSHI
INE317V01016,Mitsu Chem Plast Ltd,bse,,540078,MITSU
INE997Y01027,Mittal Life Style Limited,nse,MITTAL,,
INE833Q01012,Mittal Sections Ltd,bse,,544575,MITTALSTL
INE338P01014,Miven Machine Tools Ltd,bse,,522036,MIVENMACH
INE681K01026,Mizzen Ventures Ltd,bse,,531537,MIZVEN
INE676G01024,MKP Mobility Ltd,bse,,521244,MKPMOB
INE874A01010,Mkventures Capital Ltd,bse,,514238,MKVENTURES
INE227C01017,MM Forgings Limited,both nse/bse,MMFL,522241,MMFL
INE159E01026,MM Rubber Company Ltd,bse,,509196,MMRUBBR-B
INE511Y01018,MMP Industries Limited,nse,MMP,,
INE123F01029,MMTC Limited,both nse/bse,MMTC,513377,MMTC
INE622Q01027,Mobavenue AI Tech Ltd,bse,,539682,MOBAVENUE
INE380D01012,Modella Woollens Ltd,bse,,503772,MODWOOL
INE617B01011,Modern Dairies Ltd,bse,,519287,MODAIRY
INE1HK501016,Modern Diagnostic & Research Centre Ltd,bse,,544673,MDRC
INE250S01015,Modern Engineering And Projects Ltd,bse,,539762,MEAPL
INE219W01012,Modern Insulators Ltd,bse,,515008,MODINSU
INE834C01028,Modern Malleables Ltd,bse,,517336,MODMA
INE370A01019,Modern Shares & Stockbrokers Ltd,bse,,509760,MODRNSH
INE001F01019,Modern Steels Ltd-$,bse,,513303,MDRNSTL
INE794W01014,Modern Threads (India) Limited,both nse/bse,MODTHREAD,500282,MODTHREAD
INE537F01012,Modi Naturals Limited,both nse/bse,MODINATUR,519003,MODINATUR
INE832A01018,Modi Rubber Limited,both nse/bse,MODIRUBBER,500890,MODIRUBBER
INE170C01019,Modipon Ltd,bse,,503776,MODIPON
INE0L0L01012,Modis Navnirman Limited,both nse/bse,MODIS,543539,MODIS
INE737D01021,MODISON LIMITED,both nse/bse,MODISONLTD,506261,MODISONLTD
INE064R01012,Modulex Construction Technologies Ltd,bse,,504273,MODULEX
INE954E01012,Mohit Industries Limited,both nse/bse,MOHITIND,531453,MOHITIND
INE388C01017,Mohit Paper Mills Ltd,bse,,530169,MOHITPPR
INE154B01023,Mohite Industries Ltd,bse,,532140,MOHITE
INE490G01020,MOIL Limited,both nse/bse,MOIL,533286,MOIL
INE514Y01020,Moksh Ornaments Limited,nse,MOKSH,,
INE893J01029,Mold-Tek Packaging Limited,both nse/bse,MOLDTKPAC,533080,MOLDTKPAC
INE835B01035,Mold-Tek Technologies Limited,both nse/bse,MOLDTECH,526263,MOLDTECH
INE903D01011,Monarch Networth Capital Limited,both nse/bse,MONARCH,511551,MONARCH
INE0V0L01028,Monarch Surveyors and Engineering Consultants Ltd,bse,,544453,MSECL
INE340O01021,Money Masters Leasing & Finance Ltd,bse,,535910,MMLF
INE296Q01012,Moneyboxx Finance Limited,both nse/bse,MONEYBOXX,538446,MONEYBOXX
INE0LCG01010,Monika Alcobev Ltd,bse,,544451,MONIKA
INE407E01029,Monind Ltd,bse,,532078,MONIND
INE811D01024,Monotype India Ltd,bse,,505343,MONOT
INE950M01013,Monte Carlo Fashions Limited,both nse/bse,MONTECARLO,538836,MONTECARLO
INE153K01018,Moongipa Capital Finance Ltd,bse,,530167,MONGIPA
INE367A01015,Morarka Finance Ltd,bse,,511549,MORARKFI
INE083A01026,Morepen Laboratories Limited,both nse/bse,MOREPENLAB,500288,MOREPENLAB
INE902C01015,Morgan Ventures Ltd,bse,,526237,MORGAN
INE935B01025,Moschip Technologies Limited,both nse/bse,MOSCHIP,532407,MOSCHIP
INE0UH001016,Mother Nutri Foods Ltd,bse,,544623,MNFL
INE0FS801015,Motherson Sumi Wiring India Limited,both nse/bse,MSUMI,543498,MSUMI
INF247L01BE5,Motilal Oswal BSE Enhanced Value ETF,bse,,543576,MOVALUE
INF247L01BB1,Motilal Oswal BSE Healthcare ETF,bse,,543563,MOHEALTH
INF247L01BL0,Motilal Oswal BSE Low Volatility ETF,bse,,543501,MOLOWVOL
INF247L01BH8,Motilal Oswal BSE Quality ETF,bse,,543577,MOQUALITY
INE338I01027,Motilal Oswal Financial Services Limited,both nse/bse,MOTILALOFS,532892,MOTILALOFS
INF247L01AU3,Motilal Oswal Nasdaq Q 50 ETF,bse,,543437,MONQ50
INF247L01BK2,Motilal Oswal Nifty 200 Momentum 30 ETF,bse,,543465,MOMOMENTUM
INF247L01536,Motilal Oswal Nifty 50 ETF,bse,,590115,MOM50
INF247L01BU1,Motilal Oswal Nifty 500 ETF,bse,,590153,MONIFTY500
INF247L01DK8,Motilal Oswal Nifty 500 Momentum 50 ETF,bse,,590151,MOMENTUM50
INF247L01EV3,Motilal Oswal Nifty Capital Market ETF,bse,,590149,MOCAPITAL
INF247L01DJ0,Motilal Oswal Nifty India Defence ETF,bse,,590152,MODEFENCE
INF247L01023,Motilal Oswal Nifty Midcap 100 ETF,bse,,536960,MOM100
INF247L01CI4,Motilal Oswal Nifty Realty ETF,bse,,590150,MOREALTY
INF247L01CH6,Motilal Oswal Nifty Smallcap 250 ETF,bse,,590148,MOSMALL250
INE0FRK01020,Motisons Jewellers Limited,both nse/bse,MOTISONS,544053,MOTISONS
INE444X01014,Mount Housing and Infrastructure Ltd,bse,,542864,MOUNT
INE468C01017,MP Agro Industries Ltd,bse,,506543,MPAGI
INE493H01014,MPDL Ltd,bse,,532723,MPDL
INE095E01022,MPF Systems Ltd,bse,,532470,MPFSL
INE356A01018,MphasiS Limited,both nse/bse,MPHASIS,526299,MPHASIS
INE844C01027,MPIL Corporation Ltd,bse,,500450,MPILCORPL
INE343A01016,Mpl Plastics Ltd,bse,,526143,MPL
INE943D01017,MPS Limited,both nse/bse,MPSLTD,532440,MPSLTD
INE333Y01017,MRC Agrotech Ltd,bse,,540809,MRCAGRO
INE883A01011,MRF Limited,both nse/bse,MRF,500290,MRF
INE0D7801012,MRP Agro Ltd,bse,,543262,MRP
INE495P01020,Mrs. Bectors Food Specialities Limited,both nse/bse,BECTORFOOD,543253,BECTORFOOD
INE738D01029,Mrugesh Trading Ltd,bse,,512065,MRUTR
INE2B5L01011,Msafe Equipments Ltd,bse,,544695,MSAFE
INF740KA1WV7,MSCIADD,bse,,544620,MSCIADD
INE856D01011,Msl Global Ltd,bse,,511000,MSLGLOBAL
INE752G01015,MSP Steel & Power Limited,both nse/bse,MSPL,532650,MSPL
INE255X01014,Mstc Limited,both nse/bse,MSTCLTD,542597,MSTCLTD
INE472M01018,MT Educare Limited,both nse/bse,MTEDUCARE,534312,MTEDUCARE
INE864I01014,Mtar Technologies Limited,both nse/bse,MTARTECH,543270,MTARTECH
INE967S01014,Mudra Financial Services Ltd,bse,,539819,MUDRA
INE08KJ01020,Mufin Green Finance Limited,both nse/bse,MUFIN,542774,MUFIN
INE304A01026,Mukand Limited,both nse/bse,MUKANDLTD,500460,MUKANDLTD
INE862C01029,Mukat Pipes Ltd-$,bse,,523832,MUKATPIP
INE596B01017,Mukesh Babu Financial Services Ltd,bse,,530341,MUKESHB
INE0CG401037,Mukka Proteins Limited,both nse/bse,MUKKA,544135,MUKKA
INE160O01031,Mukta Agriculture Ltd,bse,,535204,MUKTA
INE374B01019,Mukta Arts Limited,both nse/bse,MUKTAARTS,532357,MUKTAARTS
INE003F01015,Muller & Phipps India Ltd,bse,,501477,MULLER
INE745G01043,Multi Commodity Exchange of India Limited,both nse/bse,MCX,534091,MCX
INE678F01014,Multibase India Ltd,bse,,526169,MULTIBASE
INE886E01016,Multiplus Holdings Ltd,bse,,505594,MULTIIN
INE017P01014,Multipurpose Trading & Agencies Ltd,bse,,504356,ZMULTIPU
INE672B01032,Munjal Auto Industries Limited,both nse/bse,MUNJALAU,520059,MUNJALAU
INE577A01027,Munjal Showa Limited,both nse/bse,MUNJALSHOW,520043,MUNJALSHOW
INE910G01027,Munoth Capital Markets Ltd,bse,,511200,MUNCAPM
INE410E01015,Munoth Communication Ltd,bse,,511401,MCLTD
INE348D01019,Munoth Financial Services Ltd,bse,,531821,MUNOTHFI
INE692B01014,Murudeshwar Ceramics Limited,both nse/bse,MURUDCERA,515037,MURUDCERA
INE919I01024,Music Broadcast Limited,both nse/bse,RADIOCITY,540366,RADIOCITY
INE296G01013,Muthoot Capital Services Limited,both nse/bse,MUTHOOTCAP,511766,MUTHOOTCAP
INE414G01012,Muthoot Finance Limited,both nse/bse,MUTHOOTFIN,533398,MUTHOOTFIN
INE046W01019,Muthoot Microfin Limited,both nse/bse,MUTHOOTMF,544055,MUTHOOTMF
INE0OWZ01020,MV Electrosystems Limited,both nse/bse,MVELECTRO,544851,MVELECTRO
INE232L01018,My Money Securities Ltd,bse,,538862,MYMONEY
INE741A01011,Mysore Petro Chemicals Ltd-$,bse,,506734,MYSORPETRO
INE159O01033,Mystic Electronics Ltd,bse,,535205,MYSTICELE
INE740D01017,N R Agarwal Industries Limited,both nse/bse,NRAIL,516082,NRAIL
INE365I01020,N. B. I. Industrial Finance Company Limited,nse,NBIFIN,,
INE0GOA01018,Naapbooks Ltd,bse,,543351,NBL
INE0LB101011,NACDAC Infrastructure Ltd,bse,,544313,NACDAC
INE295D01020,NACL Industries Limited,both nse/bse,NACLIND,524709,NACLIND
INE756C01015,Naga Dhunseri Group Limited,nse,NDGL,,
INE793H01017,Nagarjuna Agri Tech Ltd,bse,,531832,NAGTECH
INE099E01016,Nagpur Power & Industries Ltd,bse,,532362,NAGPI
INE245I01016,Nagreeka Capital & Infrastructure Limited,both nse/bse,NAGREEKCAP,532895,NAGREEKCAP
INE123B01028,Nagreeka Exports Limited,both nse/bse,NAGREEKEXP,521109,NAGREEKEXP
INE049I01012,Nahar Capital and Financial Services Limited,both nse/bse,NAHARCAP,532952,NAHARCAP
INE289A01011,Nahar Industrial Enterprises Limited,both nse/bse,NAHARINDUS,519136,NAHARINDUS
INE308A01027,Nahar Poly Films Limited,both nse/bse,NAHARPOLY,523391,NAHARPOLY
INE290A01027,Nahar Spinning Mills Limited,both nse/bse,NAHARSPING,500296,NAHARSPING
INE236Y01012,Nakoda Group of Industries Limited,both nse/bse,NGIL,541418,NGIL
INE256S01012,Naksh Precious Metals Ltd,bse,,539402,NAKSH
INE606C01012,Nalin Lease Finance Ltd,bse,,531212,NLFL
INE023A01030,Nalwa Sons Investments Limited,both nse/bse,NSIL,532256,NSIL
INE792G01011,Nam Securities Ltd,bse,,538395,NAM
INE0E5R01017,Nanavati Ventures Ltd,bse,,543522,NVENTURES
INE875G01048,Nandan Denim Limited,both nse/bse,NDL,532641,NDL
INE696V01013,Nandani Creation Limited,nse,JAIPURKURT,,
INE0YJA01011,Nanta Tech Ltd,bse,,544668,NANTA
INE585A01020,Naperol Investments Ltd,bse,,500298,NAPEROL
INE0VNH01014,NAPS Global India Ltd,bse,,544373,NAPSGLOBAL
INE410P01011,Narayana Hrudayalaya Ltd.,both nse/bse,NH,539551,NH
INE603F01012,Narendra Properties Ltd,bse,,531416,NARPROP
INE117Z01029,Narmada Agrobase Limited,both nse/bse,NARMADA,543643,NARMADA
INE869A01010,Narmada Gelatines Ltd,bse,,526739,SHAWGELTIN
INE060D01028,Narmada Macplast Drip Irrigation Systems Ltd,bse,,517431,NARMP
INE0S1B01014,Narmadesh Brass Industries Ltd,bse,,544680,NARMADESH
INE987B01026,Natco Pharma Limited,both nse/bse,NATCOPHARM,524816,NATCOPHARM
INE448G01010,Nath Bio-Genes (India) Limited,both nse/bse,NATHBIOGEN,537291,NATHBIOGEN
INE777A01023,Nath Industries Ltd,bse,,502587,NATHIND
INE139A01034,National Aluminium Company Limited,both nse/bse,NATIONALUM,532234,NATIONALUM
INE870D01012,National Fertilizers Limited,both nse/bse,NFL,523630,NFL
INE643C01015,National Fittings Ltd,bse,,531289,NATFIT
INE654H01011,National General Industries Ltd,bse,,531651,NATGENI
INE296D01010,National Oxygen Ltd,bse,,507813,NOL
INE0PO601011,National Peroxide Ltd,bse,,544205,NPL
INE233D01013,National Plastic Industries Ltd,bse,,526616,NATPLAS
INE896D01017,National Plastic Technologies Ltd,bse,,531287,NATPLASTI
INE497C01016,National Plywood Industries Ltd,bse,,516062,NATPLY
INE301O01023,National Securities Depository Ltd,bse,,544467,NSDL
INE166R01015,National Standard (India) Limited,both nse/bse,NATIONSTD,504882,NATIONSTD
INE444D01016,Natraj Proteins Ltd,bse,,530119,NATRAJPR
INE487B01019,Natura Hue Chem Ltd,bse,,531834,NATHUEC
INE06MM01016,Natural Biocon (India) Ltd,bse,,543207,NATURAL
INE936B01015,Natural Capsules Limited,both nse/bse,NATCAPSUQ,524654,NATCAPSUQ
INE0N4701016,Naturewings Holidays Ltd,bse,,544245,NHL
INE223R01014,Naturite Agro Products Ltd,bse,,538926,NAPL
INE725A01030,NAVA LIMITED,both nse/bse,NAVA,513023,NAVA
INE364T01012,Navigant Corporate Advisors Ltd,bse,,539521,NAVIGANT
INE048G01026,Navin Fluorine International Limited,both nse/bse,NAVINFLUOR,532504,NAVINFLUOR
INE278M01019,Navkar Corporation Limited,both nse/bse,NAVKARCORP,539332,NAVKARCORP
INE268H01044,Navkar Urbanstructure Limited,both nse/bse,NAVKARURB,531494,NAVKARURB
INE060A01024,Navneet Education Limited,both nse/bse,NAVNETEDUL,508989,NAVNETEDUL
INE418L01047,Nazara Technologies Limited,both nse/bse,NAZARA,543280,NAZARA
INE006F01018,NB Footwear Ltd,bse,,523242,NBFOOT
INE095N01031,NBCC (India) Limited,both nse/bse,NBCC,534309,NBCC
INE630N01019,NCC Bluewater Products Ltd,bse,,519506,NCCBLUE
INE868B01028,NCC Limited,both nse/bse,NCC,500294,NCC
INE732C01016,NCL Industries Limited,both nse/bse,NCLIND,502168,NCLIND
INE132F01038,NCL Research & Financial Services Ltd,bse,,530557,NCLRESE
INE026C01013,NDA Securities Ltd,bse,,511535,NDASEC
INE353A01023,NDL Ventures Limited,both nse/bse,NDLVENTURE,500189,NDLVENTURE
INE07OG01012,Ndr Auto Components Limited,both nse/bse,NDRAUTO,543214,NDRAUTO
INE023H01027,Nectar Lifesciences Limited,both nse/bse,NECLIFE,532649,NECLIFE
INE605D01012,Neelamalai Agro Industries Limited,both nse/bse,NEAGI,508670,NEAGI
INE581D01015,Neelkanth Ltd-$,bse,,512565,NEELKANTH
INE741D01015,Neelkanth Rockminerals Ltd,bse,,531049,NEELKAN
INE894J01019,Neeraj Paper Marketing Ltd,bse,,539409,NEERAJ
INE0UZO01024,Neetu Yoshi Ltd,bse,,544434,NEETUYOSHI
INE396C01010,Neil Industries Ltd,bse,,539016,NEIL
INE189I01024,Nelcast Limited,both nse/bse,NELCAST,532864,NELCAST
INE045B01015,NELCO Limited,both nse/bse,NELCO,504112,NELCO
INE216I01017,Neo Infracon Ltd,bse,,514332,NEOINFRA
INE136S01016,Neogen Chemicals Limited,both nse/bse,NEOGEN,542665,NEOGEN
INE471R01019,Neopolitan Pizza And Foods Ltd,bse,,544269,NPFL
INE428V01029,Nephrocare Health Services Limited,both nse/bse,NEPHROPLUS,544647,NEPHROPLUS
INE1NQ501012,Neptune Logitek Ltd,bse,,544663,NEPLOG
INE317F01035,Nesco Limited,both nse/bse,NESCO,505355,NESCO
INE239A01024,Nestle India Limited,both nse/bse,NESTLEIND,500790,NESTLEIND
INE0D5F01013,Net Pix Shorts Digital Media Ltd,bse,,543247,NETPIX
INE040F01033,Netlink Solutions India Ltd,bse,,509040,NETLINK
INE027D01019,Nettlinx Ltd,bse,,511658,NETTLINX
INE0NT901020,Netweb Technologies India Limited,both nse/bse,NETWEB,543945,NETWEB
INE0FFK01017,Network People Services Technologies Limited,both nse/bse,NPST,544396,NPST
INE870H01013,Network18 Media & Investments Limited,both nse/bse,NETWORK18,532798,NETWORK18
INE794A01010,Neuland Laboratories Limited,both nse/bse,NEULANDLAB,524558,NEULANDLAB
INE155G01029,New Delhi Television Limited,both nse/bse,NDTV,532529,NDTV
INE835U01027,New Light Industries Ltd,bse,,540243,NEWLIGHT
INE800K01014,New Markets Avenue Ltd,bse,,508867,NEWMKTAVE
INE0GEN01012,New Swan Multitech Ltd,bse,,544082,SWANAGRO
INE619B01017,Newgen Software Technologies Limited,both nse/bse,NEWGEN,540900,NEWGEN
INE997D01021,Newtime Infrastructure Ltd,bse,,531959,NEWINFRA
INE229N01010,Newtrac Foods & Beverages Ltd,bse,,514060,NEWTRAC
INE641A01013,Nexome Capital Markets Ltd,bse,,508905,NEXOME
INE747B01016,Next Mediaworks Limited,both nse/bse,NEXTMEDIA,532416,NEXTMEDIA
INE370Q01015,Nexus Surgical And Medicare Ltd,bse,,538874,NEXUSSURGL
INE0QUL01011,Nexxus Petro Industries Ltd,bse,,544265,NEXXUS
INE825C01018,NG Industries Ltd-$,bse,,530897,NGIND
INE887E01022,NGL Fine-Chem Limited,both nse/bse,NGLFINE,524774,NGLFINE
INE141C01036,NHC Foods Ltd,bse,,517554,NHCFOODS
INE848E01016,NHPC Limited,both nse/bse,NHPC,533098,NHPC
INE149O01018,NIBE Limited,both nse/bse,NIBE,535136,NIBE
INE653C01022,Nicco Parks & Resorts Ltd-$,bse,,526721,NICCOPAR
INE276H01013,Nidhi Granites Ltd,bse,,512103,NIDHGRN
INE876E01033,Nihar Info Global Ltd,bse,,531083,NIHARINF
INE342G01023,NIIT Learning Systems Limited,both nse/bse,NIITMTS,543952,NIITMTS
INE161A01038,NIIT Limited,both nse/bse,NIITLTD,500304,NIITLTD
INE926C01022,Nikhil Adhesives Ltd-$,bse,,526159,NIKHILAD
INE526C01012,Nikki Global Finance Ltd,bse,,531272,NIKKIGL
INE0GX601011,Niks Technology Ltd,bse,,543282,NIKSTECH
INE937C01029,Nila Infrastructures Limited,both nse/bse,NILAINFRA,530377,NILAINFRA
INE00S901012,Nila Spaces Limited,both nse/bse,NILASPACES,542231,NILASPACES
INE346R01013,Nilachal Carbo Metalicks Ltd,bse,,544510,NCML
INE416N01013,Nilachal Refractories Ltd,bse,,502294,NILACHAL
INE445D01013,Nile Limited,both nse/bse,NILE,530129,NILE
INE310A01015,Nilkamal Limited,both nse/bse,NILKAMAL,523385,NILKAMAL
INE582V01015,Nilkanth Engineering Ltd,bse,,512004,ZNILKENG
INE875B01015,Nimbus Projects Limited,both nse/bse,NIMBSPROJ,511714,NIMBSPROJ
INE395U01014,NINtec Systems Limited,both nse/bse,NINSYS,539843,NINSYS
INF204KC1EZ3,Nippon India BSE Sensex Next 30 ETF,bse,,544415,SNXT30BEES
INF204KB13T1,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT GROWTH PLAN GROWTH OPTIONGROWTH,bse,,543181,11AGG
INF204KB18T0,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,bse,,543182,11AMD
INF204KB19T8,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT MONTHLY DIVIDEND PLANREINVESTMENT,bse,,543183,11AMR
INF204KB16T4,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND PAYOUT,bse,,543179,11ADD
INF204KB17T2,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT PLAN DIVIDEND PLANDIVIDEND REINVESTMENT,bse,,543180,11ADR
INF204KB14T9,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANDIVIDEND PAYOUT,bse,,543184,11AQD
INF204KB15T6,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIRECT QUARTERLY DIVIDEND PLANREINVESTMENT,bse,,543185,11AQR
INF204KB13U9,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND PAYOUT,bse,,543186,11DPD
INF204KB14U7,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2DIVIDEND PLANDIVIDEND REINVESTMENT,bse,,543173,11DPR
INF204KB10U5,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2GROWTH PLAN GROWTH OPTIONGROWTH,bse,,543174,11GPG
INF204KB15U4,NIPPON INDIA EQUITY HYBRID FUND -  SEGREGATED PORTFOLIO 2MONTHLY DIVIDEND PLANDIVIDEND PAYOUT,bse,,543175,11MPD
